Industries,Year,Month,Province,Sales (Millions)
Motor vehicle and parts dealers,2015,7,British Columbia,121.883
Motor vehicle and parts dealers,2015,8,British Columbia,109.856
Motor vehicle and parts dealers,2015,11,British Columbia,150.797
Motor vehicle and parts dealers,2016,7,British Columbia,120.237
Motor vehicle and parts dealers,2016,9,British Columbia,128.479
Motor vehicle and parts dealers,2016,10,British Columbia,164.227
Motor vehicle and parts dealers,2016,11,British Columbia,151.101
Motor vehicle and parts dealers,2017,2,British Columbia,88.05
Motor vehicle and parts dealers,2017,3,British Columbia,121.176
Motor vehicle and parts dealers,2017,4,British Columbia,149.049
Motor vehicle and parts dealers,2017,10,British Columbia,197.683
Motor vehicle and parts dealers,2019,10,British Columbia,216.913
Motor vehicle and parts dealers,2020,1,British Columbia,123.297
Motor vehicle and parts dealers,2020,2,British Columbia,111.145
Motor vehicle and parts dealers,2020,3,British Columbia,122.389
Motor vehicle and parts dealers,2020,4,British Columbia,133.661
Motor vehicle and parts dealers,2020,7,British Columbia,169.179
Motor vehicle and parts dealers,2020,10,British Columbia,232.979
Motor vehicle and parts dealers,2021,2,British Columbia,133.846
Motor vehicle and parts dealers,2021,3,British Columbia,179.904
Motor vehicle and parts dealers,2021,4,British Columbia,201.256
Motor vehicle and parts dealers,2021,5,British Columbia,172.134
Motor vehicle and parts dealers,2021,6,British Columbia,186.616
Motor vehicle and parts dealers,2021,7,British Columbia,171.16
Motor vehicle and parts dealers,2021,8,British Columbia,175.842
Motor vehicle and parts dealers,2021,9,British Columbia,199.998
Motor vehicle and parts dealers,2021,10,British Columbia,243.672
Motor vehicle and parts dealers,2022,1,British Columbia,137.559
Motor vehicle and parts dealers,2022,2,British Columbia,133.249
Motor vehicle and parts dealers,2022,3,British Columbia,176.35
Building material and garden equipment and supplies dealers,2013,1,British Columbia,209.394
Building material and garden equipment and supplies dealers,2013,2,British Columbia,210.05
Building material and garden equipment and supplies dealers,2013,3,British Columbia,263.244
Building material and garden equipment and supplies dealers,2013,4,British Columbia,288.905
Building material and garden equipment and supplies dealers,2013,5,British Columbia,345.456
Building material and garden equipment and supplies dealers,2013,6,British Columbia,319.825
Building material and garden equipment and supplies dealers,2013,7,British Columbia,320.771
Building material and garden equipment and supplies dealers,2013,8,British Columbia,325.688
Building material and garden equipment and supplies dealers,2013,9,British Columbia,277.154
Building material and garden equipment and supplies dealers,2013,10,British Columbia,286.058
Building material and garden equipment and supplies dealers,2013,11,British Columbia,268.112
Building material and garden equipment and supplies dealers,2013,12,British Columbia,210.32
Building material and garden equipment and supplies dealers,2014,1,British Columbia,208.551
Building material and garden equipment and supplies dealers,2014,2,British Columbia,181.987
Building material and garden equipment and supplies dealers,2014,3,British Columbia,264.134
Building material and garden equipment and supplies dealers,2014,4,British Columbia,304.427
Building material and garden equipment and supplies dealers,2014,5,British Columbia,335.661
Building material and garden equipment and supplies dealers,2014,6,British Columbia,316.488
Building material and garden equipment and supplies dealers,2014,7,British Columbia,333.441
Building material and garden equipment and supplies dealers,2014,8,British Columbia,297.596
Building material and garden equipment and supplies dealers,2014,9,British Columbia,294.033
Building material and garden equipment and supplies dealers,2014,10,British Columbia,307.764
Building material and garden equipment and supplies dealers,2014,11,British Columbia,282.808
Building material and garden equipment and supplies dealers,2014,12,British Columbia,243.214
Building material and garden equipment and supplies dealers,2015,1,British Columbia,212.541
Building material and garden equipment and supplies dealers,2015,2,British Columbia,237.755
Building material and garden equipment and supplies dealers,2015,3,British Columbia,315.767
Building material and garden equipment and supplies dealers,2015,4,British Columbia,359.153
Building material and garden equipment and supplies dealers,2015,6,British Columbia,375.635
Building material and garden equipment and supplies dealers,2015,7,British Columbia,360.16
Building material and garden equipment and supplies dealers,2015,9,British Columbia,341.094
Building material and garden equipment and supplies dealers,2015,10,British Columbia,348.58
Building material and garden equipment and supplies dealers,2015,11,British Columbia,328.852
Building material and garden equipment and supplies dealers,2015,12,British Columbia,300.371
Building material and garden equipment and supplies dealers,2016,6,British Columbia,374.88
Building material and garden equipment and supplies dealers,2016,8,British Columbia,389.775
Building material and garden equipment and supplies dealers,2016,9,British Columbia,381.994
Building material and garden equipment and supplies dealers,2016,12,British Columbia,325.96
Building material and garden equipment and supplies dealers,2017,3,British Columbia,426.04
Building material and garden equipment and supplies dealers,2017,7,British Columbia,538.885
Building material and garden equipment and supplies dealers,2019,3,British Columbia,433.182
Building material and garden equipment and supplies dealers,2019,7,British Columbia,525.44
Building material and garden equipment and supplies dealers,2020,2,British Columbia,378.583
Building material and garden equipment and supplies dealers,2020,3,British Columbia,487.975
Building material and garden equipment and supplies dealers,2020,6,British Columbia,575.72
Building material and garden equipment and supplies dealers,2020,10,British Columbia,597.964
Building material and garden equipment and supplies dealers,2020,11,British Columbia,519.695
Building material and garden equipment and supplies dealers,2022,3,British Columbia,587.604
Miscellaneous store retailers,2019,3,British Columbia,2.732
Miscellaneous store retailers,2019,4,British Columbia,2.533
Miscellaneous store retailers,2019,5,British Columbia,3.563
Miscellaneous store retailers,2019,7,British Columbia,5.965
Miscellaneous store retailers,2019,8,British Columbia,12.037
Miscellaneous store retailers,2019,9,British Columbia,12.088
Miscellaneous store retailers,2019,10,British Columbia,12.937
Clothing and clothing accessories stores,2020,5,British Columbia,171.349
Clothing and clothing accessories stores,2020,11,British Columbia,505.653
Clothing and clothing accessories stores,2020,12,British Columbia,591.027
Clothing and clothing accessories stores,2021,3,British Columbia,387.754
Clothing and clothing accessories stores,2021,4,British Columbia,383.575
Clothing and clothing accessories stores,2021,12,British Columbia,714.915
Clothing and clothing accessories stores,2022,5,British Columbia,493.04
Clothing and clothing accessories stores,2022,6,British Columbia,538.42
Clothing and clothing accessories stores,2020,5,British Columbia,138.212
Clothing and clothing accessories stores,2020,6,British Columbia,286.485
Clothing and clothing accessories stores,2021,1,British Columbia,248.421
Clothing and clothing accessories stores,2021,3,British Columbia,307.453
Clothing and clothing accessories stores,2021,4,British Columbia,306.911
Clothing and clothing accessories stores,2021,5,British Columbia,313.926
Clothing and clothing accessories stores,2021,6,British Columbia,403.631
Clothing and clothing accessories stores,2021,8,British Columbia,375.19
Clothing and clothing accessories stores,2021,12,British Columbia,547.436
Clothing and clothing accessories stores,2022,5,British Columbia,382.475
Clothing and clothing accessories stores,2022,6,British Columbia,425.475
Clothing and clothing accessories stores,2022,8,British Columbia,399.854
Clothing and clothing accessories stores,2022,10,British Columbia,425.085
Food and beverage store,2013,1,British Columbia,39.371
Food and beverage store,2013,2,British Columbia,37.615
Food and beverage store,2013,3,British Columbia,42.749
Food and beverage store,2013,4,British Columbia,42.267
Food and beverage store,2013,5,British Columbia,50.735
Food and beverage store,2013,6,British Columbia,50.364
Food and beverage store,2013,7,British Columbia,55.348
Food and beverage store,2013,8,British Columbia,56.479
Food and beverage store,2013,9,British Columbia,51.665
Food and beverage store,2013,10,British Columbia,50.971
Food and beverage store,2013,11,British Columbia,47.389
Food and beverage store,2013,12,British Columbia,47.959
Food and beverage store,2014,2,British Columbia,45.865
Food and beverage store,2014,5,British Columbia,58.352
Food and beverage store,2014,6,British Columbia,56.554
Food and beverage store,2014,7,British Columbia,60.645
Food and beverage store,2014,9,British Columbia,56.892
Food and beverage store,2014,11,British Columbia,50.794
Food and beverage store,2014,12,British Columbia,52.795
Food and beverage store,2015,1,British Columbia,53.127
Food and beverage store,2015,2,British Columbia,49.087
Food and beverage store,2015,3,British Columbia,56.19
Food and beverage store,2015,4,British Columbia,58.139
Food and beverage store,2015,5,British Columbia,65.628
Food and beverage store,2015,6,British Columbia,65.875
Food and beverage store,2015,7,British Columbia,66.823
Food and beverage store,2015,8,British Columbia,65.988
Food and beverage store,2015,11,British Columbia,51.688
Food and beverage store,2015,12,British Columbia,55.747
Food and beverage store,2016,1,British Columbia,51.103
Food and beverage store,2016,2,British Columbia,50.407
Food and beverage store,2016,3,British Columbia,56.79
Food and beverage store,2016,4,British Columbia,61.362
Food and beverage store,2016,5,British Columbia,61.814
Food and beverage store,2016,6,British Columbia,62.483
Food and beverage store,2016,7,British Columbia,63.079
Food and beverage store,2016,8,British Columbia,62.524
Food and beverage store,2016,9,British Columbia,55.794
Food and beverage store,2016,10,British Columbia,54.164
Food and beverage store,2016,11,British Columbia,49.96
Food and beverage store,2017,1,British Columbia,51.827
Food and beverage store,2017,4,British Columbia,54.999
Food and beverage store,2018,4,British Columbia,52.939
Food and beverage store,2019,6,British Columbia,56.818
Food and beverage store,2019,11,British Columbia,51.087
Food and beverage store,2019,12,British Columbia,53.208
Food and beverage store,2020,1,British Columbia,51.502
Food and beverage store,2020,4,British Columbia,54.825
Food and beverage store,2020,5,British Columbia,61.284
Food and beverage store,2020,10,British Columbia,56.547
Food and beverage store,2020,11,British Columbia,52.11
Food and beverage store,2021,1,British Columbia,49.339
Food and beverage store,2021,10,British Columbia,62.91
Food and beverage store,2022,1,British Columbia,58.444
Food and beverage store,2022,4,British Columbia,63.318
Food and beverage store,2022,7,British Columbia,66.495
Food and beverage store,2022,9,British Columbia,62.427
Food and beverage store,2022,10,British Columbia,59.436
Food and beverage store,2022,12,British Columbia,49.964
Electronics and appliance stores,2016,9,British Columbia,198.689
Electronics and appliance stores,2022,5,British Columbia,215.365
Electronics and appliance stores,2022,7,British Columbia,212.949
Electronics and appliance stores,2022,8,British Columbia,225.04
Food and beverage store,2018,10,British Columbia,1615.268
Food and beverage store,2018,11,British Columbia,1549.94
Food and beverage store,2018,12,British Columbia,1786.903
Food and beverage store,2020,6,British Columbia,1849.917
Food and beverage store,2022,11,British Columbia,1843.111
Furniture and home furnishings stores,2014,7,British Columbia,195.864
Furniture and home furnishings stores,2014,9,British Columbia,219.754
Furniture and home furnishings stores,2014,10,British Columbia,204.696
Furniture and home furnishings stores,2014,12,British Columbia,235.399
Furniture and home furnishings stores,2015,4,British Columbia,204.554
Furniture and home furnishings stores,2015,9,British Columbia,229.212
Furniture and home furnishings stores,2015,11,British Columbia,227.408
Furniture and home furnishings stores,2015,12,British Columbia,255.242
Furniture and home furnishings stores,2016,1,British Columbia,196.553
